,review
309,game need fellowship dont group people big quest chosse class race would like play world middleearth 10 would give game 9 give go click play game button thanks reading
310,think game good flaw like fact youre dungeon dont know havent gotten far game player come area youre straight steal kill get xp youre fighting think thats minor flaw though game certainly isnt perfect still think fun definitly recommend play game
311,160 hour record joke since mostly played actual client way steam even thingthis amazing game many reason one alltime favourite interesting since never actually completed final content tier much fun playing older content exploring area really powerlevel anything note bought lifetime subscription available launch option since discontinued unable comment free version gameso pro con hardcore casual mmo gamerarea designfrom lush hill shire lightless reach khazad dum windswept steppe gondor game feature many nook cranny developer could think area something make unique ton fun exploring instance first character spent 5 level needed moria yet still feel could go back explore moremusic scorevery game able conveigh emotion music well game take whole new level haunting frost waste creepy forest homely tavern busy town music background sound still impressive even listened many hour spent place speak area course sound team certainly know doingreputationmiddle earth isnt heavily populated settlement outside place like bree shire really use helping hand unlike many game played really feel people grateful heroic service every faction crafting recipe weapon design vanity item earn even get discount travelling within realm also tend change dialogue see aside direct reputation character also earns virtue equippable buff earn helpful people encounter travel exploring land middle earthcraftingthis always big selling point mmo lotro amazingly well every profession useful every character although useful particular class others dont feel need take certain vocation order play class properly especially like farmer grow produce needed cook also pipe weed purpose roleplaying cosmeticsroleplayingwhile obviously able rival true roleplaying game game come close think without sacrificing essential gameplay element myriad emotes many cool one earnable ability set cosmetic outfit share cool item design character even stats item lousy dye crafted profession applied almost everything except weapon bard class go one step combining wellknown supporter song archetype fully integrated music playing minigame entertain fellow teach class play many instrument found ingamegoing beyond pure ingame mechanic even roleplay dedicated group join many different language onlinefree play reallythe store page sais freetoplay really free download get free basically demo keep mind used pure subscription based game like world warcraft never actually play game without vip account subscription know thing conversation forum ingame demo includes starting zone race well breelands main levelling area character around 20 everything beyond point must purchased aside content also purchase almost everything character unlock done normal gameplay mostly completing achievement recommendation would play game bit around level 20 still like become vip devs really want become vip able tell good bargain low money maybe browse website see various deal package whatever worth wish would release demo make rest paytoplay current forest payforit playtounlockit descisions really funvery grindythis selling point become less popular gaming unlock everything real money really arent going able unlock character true potential money unless literally nothing better character progression hardfought battle million dead orcs uruks spider wargs whatever else game decides throw powerlevel past area character come significantly weaker someone spent time get slowlydo hate grinding passion hand gamegraphicsthe graphic engine old game update look still maintains oldschool feeling game good thing may turn many people compare clearly superior graphic engine used game like archage elder scroll online oldbutgold engine well artistic drawing painting wallhangings actual art game truly amazing vast sweeping landscape since rather old area tend look good even lowend machine engine well small detail tend edgy dont fit well also fails majorly hit box terrain character ingame often float scenery run invisible wall get stuck midair doesnt happen often really annoying mounted love rougharoundtheedges look game isnt really selling point day unityso finally would recommend game love lord ring love exploring many different lovingly crafted zone enjoy actually playing character instead spreadsheet dont mind dated still impressive graphicsi wouldnt get game want balanced welltuned pvp think main point mmos raiding everything else take back seat always need cutting edge graphic game hate slow progress many different grindy area
312,recommend game play 1 person play alone get boring extremely quick played 15 hour total range 2 month thats boring got worth try though rate 67100
313,know free play really worth start 2h long boring tutorial examine buggs laggs often happen plus game free really want play dont go adventure without credit card game built make money comon mean sell quest quest isnt free game lame pleyd 5h deleted suggest dont even loose time cause 17 gb game
314,game trully amazing fun smooth gameplay much better several others tried plus fan lord ring saga game give true justice highly recommend everyone love good adventure desire fight along side friend family
315,playing thousand hour game found steam enjoyed little much early content awesome armor could bit better ofcourse one feature caught eye wardrobe system yes dream feature game covering hideous lower level armor fancy high level gear ultimate role player dream time dragged content began get dry isenguard found game wasnt beautiful creation year repetive pong rip lotro
316,maybe amazing maybe suck nobody know cant even get game hit play aand nothing several month ago downloaded year playing happend camera broken hell got angry uninstalled downloaded yesterday check thing know cant get game great
317,absolutely terrible gamefirstly control completely horrbile work make game worsesecondly would say cant turn middle earth mmo become disaster like game im currently reviewing finally map upgrade ridculous also comprehend stupid quest within game conclusion would say game terrible disaster completely shamed lord ring game book movies110definately wouldnt play even fate middle earth depended
318,good fun although time got repetitive boring still fun go play friend fun cool aspect love big world world design amazing overall pretty good game im
319,used play game 247 3 month total online time alt since isengard expansion beyond big overhaul skill 90 player base dropped etc cant feel joy game anymore devs focusing thing relevant like giving moriabree cosmetic makeover recent expansion ton bug needed fixed event game like last year event except lacking player still love memory game used
320,playing elf 250 hobbit wearing nothing surronds get shanked death hobbit horde 1010 would get rekt horde hobbit
321,game shell former self great even better free play ive heard quest pack expansion completely understandable make money somehow screwed though want pay everythingi started hating recently tried copy everything wow completely rebuilt game loved absolutely loved ruin ask wanted money money figured changed everything made like wow people would come play think people like new thing old recycled gameplay mechanic worst buy way game must company insist crapjust like wow game going kill dont play much better screwed people played game awesome anymore
322,next lotr mmo graphical update keep alive painful inthis state dated empty like guild war 1 2 entire point mmo remove restriction shelf life one time purchase game locked many awesome game left whither die good reason
323,asked around good tip playing creepsomeone said game component called system 32 blocked feature delete itsuffice say worked like charm
324,good want play sort good game bucket sandwitch witch witch isnt vary vury good girl always nice dog sexy top sort well dont love like like something someone like
325,take sooooooooooooooooo long download day since got im even sure want play anymore looked like much fun dident think online game would take long know screw im done waiting get listen save yourselfs waste time never ever ever ever get back
326,buyraidsquestsdungeonsclassesserversseveral expansion 2050whilst coping 12yearold engine provides neverending list gamebreaking bug issue worth trouble easily p2w western mmo
327,sunk 1000 hour game steam know clicked reccomended thats enough stop reading sunk large portion life game would like know whythis game standard feature mmo rpg many fermilur year turbine released area middle earth slowly building huge game area good graphic time really take time smell rose sceanery lush full even dark angmar view delisously dismal would expectmany game feature changedremovedaddedtweeked year standing stone game doubt stop good gombat rng nice bos fight prepare lag large party nice reward compleate middle earth world really go almost anywhere want walk bilbos home shire travel rivendell see elf main travel system mount horse get basic one fairly easythe currency lotro point formaly tp bought cash really shortcut start free account earn point slowly unlock game take 100 hour 799 gbp 5 min reccomended pay one month get char want lvl 20 unlocked tratesvirtues end sub wish support game save aggrounfortunatly game dated playbae graphic seam care steam client crashing launching properly need start manually game helpsupportshop quite laughable shop game 3 month never responded gm sometimes store bought item duplicated taking twice point two item many item used went 2 week argument support get point backbut game alot offer even im trying sound ratty game bug bare really made move away game pvp side small part game set aside pvp player monster pay sub play free people use point time access normally 1 hour expires logged really cruel inhospitable place spent lot time recieving abuse either side either suspected spy leaching yes healer guess decided let game go quietly distance many good gaming time lotro trasure elitist either people trying becouse free long time veteran rude obnoxsuis come accross many happy help people big thank youstill little life left want try
328,im going charitable say game aimed fan lotr rather gamers personally found painful experience one wont repeating time soon
329,decent game major problem 1 dont think becoming subscriber little give minor perk little extra baggage space thing going spending real world cash unlocking playable character etc etc well locked using world chat get help player need understand free account limit spam 15 month still locked come mean absolutely way contact email game phone support maybe maybe wont respond ticket said decent enough game far play way anything else much better game
330,game wonderful bit said game play lag rubberbanding lag bad cant tell coming going standing still son play battlefield ultra high 200 fps still cant play ettenmoors many place mina tirth without rubberbanding standing thing go year subscription game hoping would finally fix problem collasped server installed new equipment didnt seem workbottomlinethe game awesomeif could actually play without frustration cant find similar game idea
331,game really really bad dont even try waste time bad graphic game pyhsics worse intro video excite u u fan lord ring series game actually much exciting
332,probably good game reccommend installing wasting 189gb install every single patch iteration game since came sorry im waiting 10 hour try f2p game
333,played class year mixed skill found best combination ive worked weeksmonths get made 3 skilltree based thing get access third skill based skill type dpsdefenceetc mean get third legendary skill worked forin addition ive worked age level get new player almost instantly game dumbed made far linear used gameplay used love used excited play every day launching feel like chore game great add questsmaps instead changed game really badly messing would definitely recommend anymore
334,first would like point around 4000 hour time spend game really hard give thumb lord ring online game made game addict playing game day night ditching school talk friend game yes enjoyable gamei would like take time lotro golden year mine moria seige mirkwood amazing group content dungeon raid original challenging fun class raid diffrent job compared others use 5 button finish bos sessionnow hardcore pve player reason played lotro much pvp gameplay going lie balance issue like mmo feeling unique tactic essential fortress almost important fighting enemy class diversty use 5 buttonsthose time waiting next expansion rise isengard aka fall lotro first looked really fun nice leveling great dungeon challanging original raid good got geared stepped pvp zone since pvp specific armour grind pve decent player anyway stepped saw warg 2 wargs running like oh isair dead practically 3 shot even hit properly realised going ever since lotro went f2p turbine wanted player pay pay order enter pvp zone free people character turbine made free people freeps lot stronger compared servant mordor creep balance pvp simply dissapearednow pve player might enjoyed roi know becouse stopped playing mid roi due unbalanced pvpthen turbine went full greedy giving new expansion year new decent group content decent look pvp rider rohan lotros last time decent population somehow managed bring slight tbalance pvp freeps still stronger bareble even though main pve guy compleatedevery single pve content ror becouse easy hell soem say including roi end pvp ror end pveaaaand helm deep highly hyped expansion hope lotros epic comeback noooopeee hd expansion made lotro fall position dying game developer try grab money dy compleatly terrible pvp even terrible pve use 3 slot quickslot bard compleate pve sessionrest expansion fallowups hd really bad pve pvp although brough new pve content 3 year boring simple worth itnow still play game like hour week becouse community community made lotro great still let lotro live hard time since cross server stuff going low population people know name maybe heart start random conversation world chat watch people may know join fun playing game community lotro best one find game friendship love trust like original lotr final conclusion play game really depends play game pve content go play wow rift newerwinterif play game pvp play swtor gw2 etcbut want play game solely relaxing chatting people event give lotro try need spend lot money since paying either pve pvp worth atm
335,bad five year new raid go either bad current state aweful mediocre game youd want played 8 year ago much better option mmorpgs playing game one original player 2007 find new mmorpg ill stay recommend people buying game point time already bought might well play
336,wellwhere beginlets see1 graphic terrible even downloading hd texture pack 2 game glitchy press 1 button game shuts give black screen restart computer 3 camera control terrible 4 combat easy hell involveing way click enemy wait andbam win210 worth uninstalling
337,nice game change happened still fairly good love lord ring series world story etc nice quest good story behind many people dont even read thats sad imo wasnt challenging enough hence stopped playing like alot mmos used good
338,literally unplayable developer bottlenecking resource server landroval music event failed foresee issue layer system paying subscriber every server suffer 0 customer support filing ticket get nowhere asking official lotrostream avenue get ban instantly confronting moderator friend told druidsfire asked stupid hardware question know answer youre troll kind response happen question regarding raid pvp game met hostility every gamemaster moderator person position power especially cordovan community manager game authority ban people game forum elsewhere asking issue well authority retroactively ban former official streamer account associating people outside game reason given lift date another major issue defunct system russian cracked figured generate point code use purchase store item sell world chat purchase item whether knew receive ban want broken game server log due lag play due lag customer service speak well worst community manager ban people addressing game breaking issue paying member lotro game would recommend game anybody neither joke someone loathe bad game great potential ruined takeover standing stone game managed take something completely destroy fail check bug live version go beyond market free play game cash box basically required subscribe play past level 20 god forbid issue wont hear back game master week youll receive ticket closed update online opened finally
339,play troublesome hobbit boy action packed tolkien themed muck famine mmo grow little hobbit boy full boy collecting card battle friend journey sydney australia real time learn read train fighter build interesting thing impress family sanboxlikeminecraft setting spend real human money earned work cape small hat envy peer complete mandatory daily interactive traffic simulation side quest reward enjoy robust pokemonstyle beast collection system capture real life animal like pig bird battle online arena experience full hd graphic like never brand new state art cronklemuckengine immerse poverty stricken medieval setting within strict role play guideline marvel cutting edge consequence based npc interaction reminiscent telltale bethesda game choice action actually matter forerunner modern gaming partake monthly subscription sign agreement life time policy contract boast amazing game benefitsforget game year game eternity developed team uncle dad sourcing idea procedurally generated sentence program work art continually updated based community feedback market research rest easy knowing every second spent game investment future mankind evolution species410
340,basically like playing mmo except lotr bad havent played much clearer map marker might little helpful youre mmos one good one
341,dont play game much one reason cash shop used play time need mithril coin get horseback riding kiss butt f2p game give free mention fact soon leave starting area pay game nothing moneysink
342,starti grew game basically still play 2007 forever best mmorpg played special place myselfit basically adventure game free world exploration course need pay lot add game cant level level cap max level recommend game everyone appreciates hard work turbine standing stone gamesive played since 2007 get much better year pas bya lot people say game get worse year go truei 1500 hour played character dont regret even minute played gameits neverending adventure player press play button experience world middle earthi hope youve enjoyed review thank
343,like every mmo like lord ring intreging thing kept going hope would get see cool lord ring stuff never happens tease entire game trying get pay cheap gimic milk mmo croud people like tolkens work unless billionare buy everything outright dont bother pay win messthis always special place heart first mmo played last got back new quit played game mmo came back see could finish answer
344,bored drunk alone friday night well dont alone drunk probably good idea dont want boredits lotro f2pp2w edition join best music system mmorpg little much want spend
345,im torn writing review one hand lord ring seeing hobbit trying play guitar solo harp using ingame ability play music hilarious hand excessively paytodo anything unless youre willing fork 15month little playerplayer interaction mmorpg continues engaging large number area explore leveling lotro opinion existing feature promote playerplayer interaction maybe even wow however doesnt really player base would use feature skirmishing aka raiding almost impossible find group outside kinsmanship clan like lotr alot enjoy individual explorer feel modern mmorpgs become youll probably enjoy game want mmorpg endgame dont see
346,game ing awesome kidding man pile need pay 4 everything plus im fan evil game need make character lvl10 play evil fan isengard uruk hais uruks equipment appearence isand lorific also play uruk hais everywhere single place reccomended 10001
347,hour game cant recommend ai clunky graphic kept today like go anywhere though pay wall endless grinding outdated system add frustration mention 8 hour download time even work might file digging fix installation folder quite annoying really used love game glad still getting updated however something big change tell people steer clear whilst please overhaul game
348,awesome gamelol 778 hr recordi love gamegreat musicgreat graphicsgreat mechanicsyou got ta playhere playing game good friend httpsyoutube4xqrwhoyzusif check playlist hour watch pside note vipit free point take long time continue free
349,lotro ooooooh lawd game ignore 180 hour steam since havent played much sincei started playing late 2011 stopped mid 2013 time accumulating 5 half month play time across character 4000 hoursas pvmp basically game form pvp player bad laggy moor bad balance pve centred left 1 side player field huge disadvantage etc worked people played population enough fun healthy pvmp best mmo ive ever played due thatthen everyone pvmpers started leaving pvmp getting 0 attention andlike server merges came worked weird deleted server told transfer mine one deleted enemy people used see moor gone rivalry died andwent rqin conclusion idk pve good never played tell pvmp still people made game fun enemy knew year well friend memory look back atso dont download game dying youll regret friend make gone
350,game really great fun however customer service worst ever waist money time game regret itplayed 7 year waisted countless time money customer service ruin lockedstole account misunderstanding one phone call would cleared 5 secdid mention really dont support anything email issue ingame support gm onlybut game really fun playstanding stone worst game company end ruining game time
351,lover lord ring book moreso movie game demonstrates lore story absolute fullest certain creative liberty make feel like mmo tooas lotr fanatic find beginning area wanting scour completely moving next onethe graphic visually pleasing well really good game made 2007 hold today standard option lower user lower end pc enjoy muchoverall think wellmade game gripe combat become repetitive youre fan setting think could get boring 810
352,played hour end badass bard got guild blast came across hobbet black forest forgot name said hobbet completionist wanted tp runnning around till spot cottage inside cottage gvayest motherin hobbet ever skipping around someshit posted chat inserthobbits name freaking gay boom 3 week ban lotro disrespecting player game aok tho go ahead play dont dare disrespect npc
353,well made game bringing hour enjoyable game playuntilyou hit freemium wall may free play however impossible proceed past certain point without paying large sum money
354,fun first get high level run f2p quest start get boring like cant afford subscription isnt much complete everything f2p compared vip player isnt much considering there entire quest area blocked unless vip buy lotro store using premium currency get 2 character slot mean either buy vip make several character across several server account buy extra character slot premium currency lotro store order two character want try new character server already slot used across account server delete character youve used email youd need make e new email make new account character still recommend dispite fun factor youve completed everything f2p
355,honeslty mesertpiece game play aevery day class phonominal really love grind friend hollande think tat game garbage jealus couldnt get guardian past levl 8 losser
356,great game fun gameplay decent graphic like game world warcraft dont money buy gametime every month game youjust shame pay2win
357,atypical mmorog really sad low level quest much content blocked free user time played invested least 20 dollar keep experience enjoyable love setting without generic feel
358,pretty good course steal base wow fck world warcraft anyways game control issue swtor better control map bit big love game
359,true lord ring spirit lotro brings straight middle earth lore love stick standard mmo gameplay style pve content chose standard lotr race class jump story go pace one thing lotro great pvp multiple pvp play mode style allows hour fun whether tolkien fan mmo fan definitely give mmo try
360,lord ring onlinetom bombadil greatest characterspoiler save enemy named sambroghe bounce around singing tom bombadil tom bombadillo
361,enjoy stunning vista renderd low poly model flat texture marvel hand drawn map expertly crafted offer information wonder quest marker actually enjoy unskipable cinematics paced narcoleptic read whole lot word thing dont care solve challenging puzzle user interface stunned exciting battle message like must face target cant moving seriously surprising game free play whats surprising anyone ever gual charge took long go free almost 8 year old show every single minute original guild war long since shut predates 2 year surpasses every single aspect even worth free
362,true feeling setting lore book great time waster friend quest okay micro transaction setup however grind take around level 20 microtransactions become much intrusive seems every quest turn grab x amount x kill x amount x prosloreworlditemsfreeconspaywallsgrindfetchy questsintrusive microtransactions4510
363,installing game outside software required game maker pc acted like virus removing game outside software pc back normal software affected pc major way even though never played
364,need help game start dont know im pressing bottom create account nothing happens plz help thing say failed read authentication responseerr unexpected end fileline 1col 1
365,game love lotr try another mmo bad thing game force pay lot money want good experience
366,personally big lord ring fan game outstanding love story love mmos able look past several flaw one flaw game free play free play user force spend massive amount money acquire turbine point eventhough game allows earn take substantial amount time progress game vip definitely way go afford 15month subscription fee many festival event people meet enough make suspend reality moment scale 1 10 definitely opinion 85
367,well yet open program downloaded registered attempt open game never seen game itselfnot looking good devs gamewe see anything come thisbut noting game probaly uninstalled say error opening game file may permission write ever meansoh well bad review untill see something done
368,merunning around breefind bard dwarf jail playing musiches playing ussr anthemwait dwarf say upon seeing medwarf somehow break jail start playing ymca mei give game 10 disco communist 10also entirety hobbit race child except one hobbit laughed 20 hobbit 10
369,product received freegreat game overall word warning game welcome beginner rpg genre complex skill system get around map without getting lost complex copious game literally lotr scaled supposed bethe atmosphere enviroment great thing enjoy explore pro con many game suggestion could update combat system explain player everything work clearly stumbled lot game knowing interact certain thing thing would great would give discount monthy subscription certian time event annoyance certian interaction would available
370,product received freemy first mmorpg started playing year ago still love first started playing great community always something fun epic story line great pretty true tolkien vision huge fan tolkien story line important factor gamemovieetc lord ring lotro beautiful job telling story bringing tolkien legendarium life great game love lotr fun
371,say amazing game totally free else explore middle earth zilch highly recommended one warning though steam theyre selling triple pack 3900 get quad pack price lotro store
372,mmos go lord ring online shadow angmar isnt half bad although gone several permutation course lifespan currently freetoplay title hefty amount actuallyfree material man hobbit elf dwarf must rise begin fighting back various force sauron indirectly aiding fellowship ring make march mount doom fan lotr universe devout silmarillion enthusiast lot enjoy world packed gill obscure name lore trivia seeing every square inch tolkien world fleshed actually rather thrilling according massive tolkien nerd live anyway moderate fan book personally found world better designed atmospheric mmo world nothing freak aboutas gameplay solid incorporates many best feature modern mmos forming group skirmish dungeon easy quest tracking convenient inventory management breeze assuming youre willing pay couple buck content playing purely free version game little aggravating still playable enjoyable miss inventory space class option eventually lot quest access youll know like game game cost go everything pretty reasonablealong usual assortment mmo quest grinding many boar head bear butt strangely insistent random stranger there also surprisingly substantial epic quest chain race making actual storyline game character work strider gandalf many others save world generic eeeeeevil mordor hesitate call gripping hell lot better could aspect game found lacking nearabsence pvp player pay monthly fee vip status get access monster play mode seems bit essential include base playi could go there much say beyond solid highbudget freetoplay mmo provides decent return investment expansion pack fan particular legendary fantasy writer may go nut good two week tromping shire moria im throwing towel without bad taste mouth mmo thats hell lot better average
373,lot great mmos maybe core concept one however extremely outdated ui combat graphic gameplay old mmo feel old graphic one thing im playing mmo feel old signifying attempt modernize thats get thumb
374,installing patch patch took almost hourafter getting game chouldnt believe badly writen dialog control clunky awkward movin around fightingi continued play beginer quest ended mine got objective didnt update carried mine found stuck typed stuck see worked rather unglitching crashed game basicly 5 hour time plus 40 odd minute actual game play one worst mmos ive even laid eye
375,dont get back around mine moria expansion game could wow standard maybe better creaters runscape intelligance staff ask help respond
376,play game wasted hour half life nothing loading thing nearly crashing installed couldnt even enter game character creation broken nothing lowres menu black background couldnt even select race button randomly blacked entire thing horribly laggy absolute monstrosity 110 get 1 intro movie somewhat entertaining
377,great concept love artwork fall wow catagory also would like adventure beautiful rich world relive exploit famous ingame character cool big fan work noone else
378,blocky slow doesnt play fluently character design limited lag high graphic everything gross haze enough movie reference character robotic look poop would rather play runescape
379,bad game far mmorpgs go always shame though youre able play one side good side course yet find game thats like
380,dont understand game always say update error request could sent worth playing fixprocessor 23 ghz intel core i5memory 4 gb 1333 mhz ddr3graphics intel hd graphic 3000 384 mbserial number nasoftware o x 1094 13e28
381,really fun untill got rivendell found either pay use turbine turbine point 595 exact unlock next pert main quest hell turbine move similar electronic art ea would pull
382,check steam curator page websitebluntlyhonestreview even review exclusive contenti say beautiful worldlotro beautiful graphic clearly launch era tweak ove rthe year kept looking pretty landscape quest authentic tolkien lore class selection race selection well thought crafting neglected levelsera fun music system one best mmo entire musical festival occuring several time year fantatsic selection mount thriving rp scene decent selection festival game many good point review start base good focus mostly good give balanced pictureif could turn back timelotro time suffers heavy lag riding warsteed even worse teleported back 400 metre due server laglatency vault bag take age open mail time time heavy trafficmoney money money rich man worldthe business model lotro extremely dated start today unlock needed quest reach cap would need 1a subscription unlock post level30 quest pack grind store currency multiple hour throwaway toon unlock one region time free player 2 quad pack first 4 expacs 40 3 helm deep expac 40 4 mordor espac 40140 depending versionin opinion pre mordor content free sub pre mirkwood content free everyone 30 level content generous less 15 game overall content compare guild war 2 giving entire base game swtor giving entire base game includes 8 class story planetary storiesi would grind anything fun wont grind thatlotro grindheavy game everything take grinding level virtue class point reputation weapon xp horse xp deed legendary weapon alone take hundred scroll drop 13 per instance ten thousand gold max weapon fullest potentialwhile work done reduce grind little overall removed lower levelformer endgame grind leaving new player ocean grind reach endgame want complete everythingits mad worlda mad worldeach executive producer lotro seemed share vision resulted mad mix level region little crafting solo group content150 good mix everything5060 good mix everything6075 crafting almost extinct item make best slot one two exception heavy instance focus many amazing dungeon raids7585 heavy story focus reduced crafting hit mix endgame8595 little crafting focus endgame replaced new instance tyle popular classic dungeon runner story decent lacking95100 mostly story rng grind based little group content dungeon crafting neglected100105 towards end level region instance content returned 2 instance cluster raid crafting get small boost towards end 100 level region obsolete entire 105 eras105115 good mix content massive grind required daily barter system requires huge amount rng based grind115 first quest pack launched 115 group content almost existent till fall 2018 crafting took back seat dailiesgrind focus endgame oh got 4 fiddle music system worth playcertainly despite fault lotro solid mmo dedicated mediumsized player base large percentage player played since day one overall majority player game 57 year poor game wouldnt keep loyalty many longnew player still join server daily basis community far welcoming answering question offering aid crafting gear etchttpsbluntlyhonestreview20180327lordoftheringsonlineadventureinthelandofmassivelagandmiddlegrind
383,game lot fun get past graphic fact arent nearly many player popular mmos youre fan lotr book movie game even better immirsive basically try whats worst could happen expectation low started ive really enjoyed expirience far
384,gameplay review httpswwwyoutubecomwatchvvvmvvjhdndmindex1listplyswle9zkhfip46kv1iq8gobzgbmp1_aijakes watching reading lot lord ring lately real hankering playing game based approached evil see interested playing lord ring online werei havent readwatched lotr many year happy much around another mmo guy get usual mischief discover really weird ability place withing lotrosuffice say real blast game free recommend heartily fact still playing right
385,tried get game work multiple time really way much time actually downloaded twice steam lotro website time got game launcher would fail download prerequisite basically would get stuck 33 everytime tried every single suggestion put forum steam lotro website said turn proxy others said turn firewall antivirus isnt best suggestion might add however every suggestion made forum apparently worked everyone never definitive fix would work everyone finally spending day trying really hard get work gave upits sad really looking forward playing game apparently developer game cant bothered spend time fix issue around since 2010 forum ive read guess wont able ever play game
386,downloaded game try hour say cup teafrom moment enter game trying sell thing honest opinion freeriding skill free class choice never locked behind paywallsdont get wrong happy pay cosmetic xp boost etc time game soon prevented accessing consider core game mechanic immediately hate gameyes game free play honestly far superior game like tera archage swtor wipe floor lotro gameplay graphic game would looked fantastic back first launched 2016 expect much even free gamesfor reason uninstalled game recommend serious mmo player looking invest precious life hour
387,absolute favourite free play game time massive lotr fan thing would pay bought game currency even dlc remains great game hope enjoy closetoperfectinmyopinion game xd fair wind
388,im waited 5 hour damn game download yes slow internet know finally finished created account whatever else unable play game character creation screen cant click anything swap game anything else open waste 5 hour smh
389,youre fan middle earth theme park mmos wow clone era distinguishes adding ton immersion genre thing like player written music naming convention match lore kinship instead guild fellowship instead party class unique ok job pushing envelope tank dp healer trifecta pro include one f2p program doesnt penalize f2p player instead reward paying fair balanced way also one mmos era who community isnt largely toxic graphically bit dated nearly bad game everquest 2 3 year 2 100 fair comparison strictly gcd style combat questing taking though place meeting npc youll know lore still gathering bear ass variety
390,manthis game take year download downloads launcher moare update oh jesus christ there fire fire land mordor heard game good mythril despite long time downloading patching decent mmo good lotr fan grindy
391,thoroughly excellent game great lvl 55 little less great afterwards still phenomenal youre fan tolkien fantastic book may well enjoy game
392,played game long time great game area beautiful go along lore perfectly pretty much anything game fishing shire mining dangerous moria overall would certainly recommend game anyone looking mmo
393,one older mmos love world tolkien love game load content there plenty see pace deedsachievements give turbine point spend store playing ftp unlock expansion content grinding
394,game beatiful good boringif want try dont say good good boringim big lord ring dont like game
395,great game major problem nearly 10 year old expansion fantastic however bug almost intolerable server go offline online lot due datacenter move would think 10 year bug would worked player using bot time whatnot fear game dying forum full negativity toward turbine isnt cheap subscribe get little supportthere huge amount player adore game turbine killing
396,fan lotr saga also hobbit saga game right streetit capture moment film item charactersnpcs simply landscapeareasproblem thats fun game endsits pretty much thing kill different zoneslots reskinned tougher stats monstes across world really sad see course lotro based game old style wow see many thing alike gamesits uncannyfrom combat right crafting system everything inbetweenhonestly getting guild normally way go mmo game tends draw game form bond guildmateshowever game would actually like enjoy solo really experience world offer myselfsadly even though fact many reskins multiple monster boring dull generic type goblin orcs spider wolf etc enough finally 60 hour game time put game goodi recommend game hardest lotr diehard fan want immerse inside middleearththey look past boredom combat system amongst many simplistic function gamefor everyone else nope likely hit wall look modern day game variety excluding different skin monster
397,like best mmorpg game ive ever played played lot old account fun 100 recoment instead wow 2 reason 1st free hello 2nd free hello
398,friend tried game got ehem support bard took dp warriorhe didnt played game oneshoted everything south 50m area1010 would aaaaaah 200 hp
399,still good mmoi would wish though game got new graphic sound free world multiplay building struktures future allso open player play alot open expansion freeoverall still good mmothough still miss alot book
400,love itthe ingame store little bit iffy pricing done way youll need want spend morei cant comment freetoplay side term class dove straight beorning cost 900not exact tb unlock one slot 975 tb something unlock class many slot pleaserp server seem really dead recently ive seen theyre probably kinship guild etc otherwise really feel dead player show usually either talkative want spar timefeatures housing lowest 950 silver coin feel little grindy term getting one quest give 1 silver 90 copper100 copper 1 silver1000 silver 1 goldim level 16 played 15 hour gold almost myth although imagine reach near cap itll seem like flowingtry
401,enjoyed immensely past upon trying play newest patch downloaded fine something happened server communication might something want look currently deleting redownloading see work still really enjoy game
402,love game great way expand ever loved lotr universe may take quite creative liberty still fun game pick play
403,better simpler wow like somewhat p2w much overall nice simple mmorpg feel like wow bit smaller simpler hold well age 8510
404,one favorite mmorpg game date started playing back game first released played regularly way several expansion community great devs hear community say want game best implement thing pvp fun hell roaming solo run kinship raid game fun hell scaling awesome stuff isnt level give 910
405,amazing game 810theres lot bug im gon na lie bug arent gamebreaking youll survive amazing game load lore exploring leveling system slow af isnt leveling enjoying experience universeim currently playing solo im kin im completely alone prefere quest alone lotro nice calm solo experience community server amazing everyone help everyone people nice mature isnt game filled 13 year old noticable really wan na enjoy game f2p think f2p title trial game dont pay anything gon na hell play dont mind spending 3599 euro steam market expansion 1499 dollar monthly vip know money spend well id gladly give money cause dont mind spending money game really buy game bacause really ing amazingall ill recommend game middleearth fan mmo fan game supported better f2p game would much better support developer way
406,cant put word much love game understand might different past overall free playable content astoundingi love game try play every chance getit feature best part rpgmmo including faction creatable character creatable home changeable ability set mount craftable item race class graphic detail overwhelmingly beautifulthe quest simple enough casualest gamers yet detailed challenging enough boring future quest grow become memorable time played game tough enough leave wanting morei cant go enough without spoiling whole thing huge tolkein fan arent hand best medievalreneissancedark agesfantasy mmorpg
407,probably chance tolkien fan ever get feel part middleearth freedom travel around amazing world id recommend playing roleplaying server community really cool experience way immersivefavourite memory first step barrow down quest involving tom bombadilplay friend way enjoyable experience
408,subscription aside cant pay yet game beautiful really feel like youre world youve read seen imagined middleearth cousin definitely enjoyed game especially play instrument know compose song fact play song band fun try get killed orcs
409,game look really aweesome old game like could really enjoyable would think age time put game would fixed bug computer crashing go restart game start screen responsive put password click enter say failure obtain authintication code button dont work like forgot password creat account dont know whats computer definately run game play neverwinter time gon na uninstall reinstall see fix issue
410,played game reading lord ring first time first 100 page match right game loved roleplaying fantastic played hobbit taller player laugh poke fun hobbit im short real life gave little bit little man syndrome xd
411,lord ring much loved franchise throughout almost household family bought mmorpg formatits brilliantfluid battle control unique quest ultimate storyline friendly community matter age could want mmorpg based middleearth
412,well pay play sucked u dont know guy one love good game good content crappy level cap landlocking lower level grind boy run next area worth good day fun
